date,open,high,low,close,volume
2021-01-29 05:00:00,276.6668,280.8033,260.0333,264.51,104969412.0
2021-02-01 05:00:00,271.43,280.6667,265.1867,279.9367,76137696.0
2021-02-02 05:00:00,281.56,293.5,280.7335,290.93,73038639.0
2021-02-03 05:00:00,292.34,292.6933,284.3549,284.8967,54931530.0
2021-02-04 05:00:00,285.0,285.5,277.8067,283.33,47437983.0
2021-02-05 05:00:00,281.6667,288.2567,279.6567,284.0767,55699797.0
2021-02-08 05:00:00,289.89,292.59,284.9167,287.8067,60484350.0
2021-02-09 05:00:00,285.04,286.6,280.5833,283.1533,45453543.0
2021-02-10 05:00:00,281.2117,281.6067,266.6733,268.2733,108645195.0
2021-02-11 05:00:00,270.8133,276.6266,267.2417,270.5533,64868259.0
2021-02-12 05:00:00,267.0867,272.4433,261.7769,272.04,70779939.0
2021-02-16 05:00:00,272.6667,273.6667,264.1467,265.4067,59406612.0
2021-02-17 05:00:00,259.6967,266.6133,254.0033,266.05,78176661.0
2021-02-18 05:00:00,260.3,264.8967,258.7567,262.46,53861094.0
2021-02-19 05:00:00,265.0,265.5966,259.1233,260.4333,56874765.0
2021-02-22 05:00:00,254.2133,256.1667,236.7333,238.1667,111790428.0
2021-02-23 05:00:00,220.71,237.87,206.3333,232.9467,199814007.0
2021-02-24 05:00:00,237.2833,248.3333,231.39,247.34,110135100.0
2021-02-25 05:00:00,242.05,245.7355,223.5267,227.4067,117071565.0
2021-02-26 05:00:00,233.3333,235.5667,219.8367,225.1667,123267519.0
2021-03-01 05:00:00,230.0367,290.6667,228.35,239.4767,81408606.0
2021-03-02 05:00:00,239.4267,240.37,228.3333,228.8133,71196474.0
2021-03-03 05:00:00,229.33,233.5667,217.235,217.7333,90548880.0
2021-03-04 05:00:00,218.6,291.3133,200.0,207.1467,197758590.0
2021-03-05 05:00:00,208.6867,209.2806,179.83,199.3167,268137297.0
2021-03-08 05:00:00,200.1833,206.7083,186.2633,187.6667,155360874.0
2021-03-09 05:00:00,202.7267,226.03,198.4033,224.5267,202569984.0
2021-03-10 05:00:00,233.4333,239.2833,218.3533,222.6867,181815615.0
2021-03-11 05:00:00,233.1333,234.1667,225.7267,233.2,108761676.0
2021-03-12 05:00:00,223.3333,231.6267,222.0465,231.2433,100751520.0
2021-03-15 04:00:00,231.3633,237.7267,228.0133,235.98,88269744.0
2021-03-16 04:00:00,234.45,235.9733,223.6667,225.6267,96587016.0
2021-03-17 04:00:00,218.9567,234.5767,217.0033,233.9367,121117359.0
2021-03-18 04:00:00,228.0967,229.7433,217.3333,217.72,100107066.0
2021-03-19 04:00:00,215.5333,219.0767,208.2067,218.29,128624754.0
2021-03-22 04:00:00,228.1967,233.2067,222.9167,223.3333,118536663.0
2021-03-23 04:00:00,225.2567,225.9333,219.17,220.72,91475610.0
2021-03-24 04:00:00,222.6367,222.6733,210.0367,210.09,101355102.0
2021-03-25 04:00:00,204.3333,215.1667,203.1667,213.4633,117666018.0
2021-03-26 04:00:00,213.9567,214.6067,199.9633,206.2367,101505216.0
2021-03-29 04:00:00,205.2133,205.4933,198.6733,203.7633,85907835.0
2021-03-30 04:00:00,200.5833,212.5533,197.0033,211.8733,118297077.0
2021-03-31 04:00:00,215.54,224.0,213.7033,222.6433,99997239.0
2021-04-01 04:00:00,229.4567,230.8068,219.8067,220.5833,105895134.0
2021-04-05 04:00:00,235.9033,236.0533,228.2333,230.35,125443290.0
2021-04-06 04:00:00,230.1,232.1833,227.1233,230.54,84815367.0
2021-04-07 04:00:00,229.0,230.46,222.6133,223.6567,78927816.0
2021-04-08 04:00:00,225.7933,229.85,223.8817,227.9333,71472537.0
2021-04-09 04:00:00,225.9233,226.99,223.1433,225.6733,64311261.0
2021-04-12 04:00:00,228.5667,234.9333,227.3633,233.9933,87402510.0
2021-04-13 04:00:00,237.5667,254.3333,236.8867,254.1067,133695849.0
2021-04-14 04:00:00,256.9,260.2633,242.6767,244.0767,147039441.0
2021-04-15 04:00:00,247.7,247.8967,240.4367,246.2833,83546550.0
2021-04-16 04:00:00,242.8833,249.8033,241.5333,246.5933,83938044.0
2021-04-19 04:00:00,239.8667,241.8,230.6,238.21,118960536.0
2021-04-20 04:00:00,239.14,245.75,236.895,239.6633,106767639.0
2021-04-21 04:00:00,234.9233,248.28,232.6667,248.04,93646542.0
2021-04-22 04:00:00,247.1667,251.2567,239.3467,239.8967,106770765.0
2021-04-23 04:00:00,239.9333,245.7867,238.4867,243.1333,84641139.0
2021-04-26 04:00:00,247.0,249.7667,244.2018,246.0667,93114885.0
2021-04-27 04:00:00,239.32,241.3333,234.45,234.9133,88310985.0
2021-04-28 04:00:00,232.1367,236.1667,231.2,231.4667,66663141.0
2021-04-29 04:00:00,233.17,234.0833,222.8334,225.6667,86536347.0
2021-04-30 04:00:00,222.53,238.49,222.0467,236.48,122276166.0
2021-05-03 04:00:00,234.6,235.3333,226.8333,228.3,81129429.0
2021-05-04 04:00:00,226.3133,227.8155,219.2337,224.5333,89200557.0
2021-05-05 04:00:00,227.02,228.4318,222.4467,223.6467,65705682.0
2021-05-06 04:00:00,226.92,227.0067,216.6667,221.18,83326827.0
2021-05-07 04:00:00,221.9333,230.0,220.0733,224.1233,70407516.0
2021-05-10 04:00:00,221.6333,221.6833,209.2034,209.68,94176972.0
2021-05-11 04:00:00,199.7467,209.0333,198.5333,205.7333,139511688.0
2021-05-12 04:00:00,200.83,206.8033,195.5883,196.63,101451138.0
2021-05-13 04:00:00,200.515,202.1533,186.55,190.5633,132554748.0
2021-05-14 04:00:00,194.47,197.6233,190.1533,196.58,100101168.0
2021-05-17 04:00:00,191.851,196.5767,187.0667,192.2767,97166490.0
2021-05-18 04:00:00,189.3333,198.75,187.7933,192.6233,110488101.0
2021-05-19 04:00:00,184.1833,188.7367,182.3267,187.82,118240185.0
2021-05-20 04:00:00,191.6667,196.2833,190.3567,195.5933,92298357.0
2021-05-21 04:00:00,198.7033,198.8933,193.3333,193.6267,78091785.0
2021-05-24 04:00:00,193.8667,204.8267,191.2167,202.1467,103674267.0
2021-05-25 04:00:00,202.4367,204.6633,198.57,201.5633,83991249.0
2021-05-26 04:00:00,202.52,208.7233,200.5,206.3767,85911915.0
2021-05-27 04:00:00,206.7467,210.3767,205.4033,210.2833,79111779.0
2021-05-28 04:00:00,209.5,211.8633,207.46,208.4067,68061054.0
2021-06-01 04:00:00,209.2667,211.2667,206.85,207.9667,53647170.0
2021-06-02 04:00:00,206.71,207.7867,199.7133,201.7067,69608337.0
2021-06-03 04:00:00,200.6,201.5167,190.4067,190.9467,90303444.0
2021-06-04 04:00:00,193.2367,200.2033,192.4,199.6833,71810688.0
2021-06-07 04:00:00,197.275,203.3333,194.2933,201.71,67630437.0
2021-06-08 04:00:00,207.67,207.6967,198.5,201.1967,78160167.0
2021-06-09 04:00:00,200.7233,203.93,199.21,199.5933,49753698.0
2021-06-10 04:00:00,201.2933,205.53,200.1667,203.3733,71758818.0
2021-06-11 04:00:00,203.41,204.1867,200.5067,203.2967,48563409.0
2021-06-14 04:00:00,204.0767,208.4967,203.06,205.8967,61149450.0
2021-06-15 04:00:00,205.5633,205.5967,199.41,199.7867,53292435.0
2021-06-16 04:00:00,199.1783,202.8333,197.8333,201.6233,65562381.0
2021-06-17 04:00:00,200.6293,207.1567,200.4467,205.5333,67879050.0
2021-06-18 04:00:00,204.4567,209.45,203.9333,207.77,73666815.0
2021-06-21 04:00:00,208.16,210.4633,202.96,206.9433,74438223.0
2021-06-22 04:00:00,206.0833,209.5231,205.1667,207.9033,57468126.0
2021-06-23 04:00:00,210.6667,219.068,210.0133,218.8567,93297684.0
2021-06-24 04:00:00,224.9967,232.54,222.5367,226.6067,137947158.0
2021-06-25 04:00:00,229.86,231.27,222.9,223.9567,97490121.0
2021-06-28 04:00:00,223.88,231.5666,223.44,229.5733,64864227.0
2021-06-29 04:00:00,228.2167,229.17,225.2967,226.92,52143939.0
2021-06-30 04:00:00,226.59,230.9367,226.0467,226.5667,56743986.0
2021-07-01 04:00:00,227.9733,229.33,224.2667,225.9733,55850466.0
2021-07-02 04:00:00,226.3267,233.3333,224.42,226.3,81292122.0
2021-07-06 04:00:00,227.2372,228.0,217.1334,219.86,69651750.0
2021-07-07 04:00:00,221.4233,221.9,212.7733,214.8833,56359380.0
2021-07-08 04:00:00,209.4567,218.1433,206.82,217.6033,68222448.0
2021-07-09 04:00:00,217.7283,219.6367,214.8967,218.9833,53789244.0
2021-07-12 04:00:00,220.7333,229.08,220.7203,228.5667,77697126.0
2021-07-13 04:00:00,228.7733,231.0933,222.0986,222.8467,62784276.0
2021-07-14 04:00:00,223.5833,226.2033,217.6133,217.7933,64923570.0
2021-07-15 04:00:00,219.4633,222.0467,212.6267,216.8667,60620313.0
2021-07-16 04:00:00,218.2267,218.9,214.0667,214.74,48752910.0
2021-07-19 04:00:00,209.9633,215.7333,207.0967,215.4067,63516270.0
2021-07-20 04:00:00,217.33,220.7972,213.5003,220.1667,46364781.0
2021-07-21 04:00:00,219.87,221.62,216.7634,218.43,41560014.0
2021-07-22 04:00:00,218.8143,220.7233,214.8667,216.42,45317181.0
2021-07-23 04:00:00,215.4533,216.2667,212.4334,214.46,43783932.0
2021-07-26 04:00:00,216.99,222.7333,215.7033,219.2067,75977118.0
2021-07-27 04:00:00,221.1333,222.1667,209.08,214.9267,98437011.0
2021-07-28 04:00:00,215.665,218.3233,213.1334,215.66,47524788.0
2021-07-29 04:00:00,216.5967,227.8967,216.2667,225.7833,90883911.0
2021-07-30 04:00:00,223.9193,232.51,223.0,229.0667,88903233.0
2021-08-02 04:00:00,233.3333,242.3133,232.8,236.5567,100772745.0
2021-08-03 04:00:00,239.6667,240.8833,233.67,236.58,64860759.0
2021-08-04 04:00:00,237.0,241.6333,236.31,236.9733,51007941.0
2021-08-05 04:00:00,238.6667,240.3166,237.1367,238.21,38758911.0
2021-08-06 04:00:00,237.3,238.7767,232.5433,233.0333,46869147.0
2021-08-09 04:00:00,236.7233,239.6767,235.0433,237.92,44146047.0
2021-08-10 04:00:00,237.9967,238.8633,233.96,236.6633,40296915.0
2021-08-11 04:00:00,237.57,238.3933,234.7367,235.94,29401674.0
2021-08-12 04:00:00,235.4467,240.9333,233.1333,240.75,53045058.0
2021-08-13 04:00:00,241.2367,243.3,238.1133,239.0567,50178801.0
2021-08-16 04:00:00,235.0233,236.5,225.4667,228.7233,69286359.0
2021-08-17 04:00:00,224.22,224.86,216.28,221.9033,71120637.0
2021-08-18 04:00:00,223.2493,231.9233,223.1167,229.6633,61035525.0
2021-08-19 04:00:00,226.07,228.85,222.53,224.49,42940458.0
2021-08-20 04:00:00,227.6167,230.71,224.5667,226.7533,43925595.0
2021-08-23 04:00:00,228.4807,237.3766,226.9168,235.4333,60720777.0
2021-08-24 04:00:00,236.8933,238.4067,234.2133,236.1633,39220863.0
2021-08-25 04:00:00,235.6767,238.99,234.6667,237.0667,37936686.0
2021-08-26 04:00:00,236.1033,238.4667,232.54,233.72,39642876.0
2021-08-27 04:00:00,235.0,238.3333,234.0334,237.3067,41501289.0
2021-08-30 04:00:00,238.2383,243.6667,237.5767,243.6367,55752660.0
2021-08-31 04:00:00,244.3333,246.7967,242.1467,245.24,62533908.0
2021-09-01 04:00:00,244.6933,247.33,243.7567,244.6967,39613005.0
2021-09-02 04:00:00,244.8333,246.99,243.5133,244.13,38390217.0
2021-09-03 04:00:00,244.0831,244.6667,241.4,244.5233,45813135.0
2021-09-07 04:00:00,246.6667,253.4,246.42,250.9733,61112865.0
2021-09-08 04:00:00,253.86,254.8167,246.9244,251.29,56379108.0
2021-09-09 04:00:00,251.1367,254.0333,250.5434,251.62,42224193.0
2021-09-10 04:00:00,253.2,254.2033,244.84,245.4233,45547110.0
2021-09-13 04:00:00,246.7381,248.26,236.2833,247.6667,69914181.0
2021-09-14 04:00:00,247.5233,251.49,245.4667,248.1633,56548992.0
2021-09-15 04:00:00,248.3333,252.2867,246.12,251.9433,46763832.0
2021-09-16 04:00:00,250.9433,252.97,249.2033,252.33,41770179.0
2021-09-17 04:00:00,252.3833,253.68,250.0,253.1633,84552528.0
2021-09-20 04:00:00,244.8526,247.3333,239.5416,243.39,73503156.0
2021-09-21 04:00:00,244.93,248.2466,243.48,246.46,48359769.0
2021-09-22 04:00:00,247.8421,251.2233,246.3733,250.6467,45378816.0
2021-09-23 04:00:00,251.6667,252.7333,249.3067,251.2133,35692581.0
2021-09-24 04:00:00,248.63,258.2667,248.1867,258.13,63294066.0
2021-09-27 04:00:00,257.7067,266.3333,256.4367,263.7867,84196821.0
2021-09-28 04:00:00,262.4,265.2133,255.3934,259.1867,76100166.0
2021-09-29 04:00:00,259.9333,264.5,256.8933,260.4367,62815731.0
2021-09-30 04:00:00,260.3333,263.0435,258.3333,258.4933,54639987.0
2021-10-01 04:00:00,259.4667,260.26,254.53,258.4067,51094242.0
2021-10-04 04:00:00,265.5,268.99,258.7067,260.51,91450023.0
2021-10-05 04:00:00,261.5987,265.77,258.0667,260.1967,55297875.0
2021-10-06 04:00:00,258.7333,262.22,257.74,260.9167,43898304.0
2021-10-07 04:00:00,261.82,268.3333,261.1267,264.5367,57587346.0
2021-10-08 04:00:00,265.4033,265.46,260.3033,261.83,51232590.0
2021-10-11 04:00:00,262.55,267.08,261.8333,263.98,42563466.0
2021-10-12 04:00:00,266.9767,270.7733,265.5233,268.5733,66058860.0
2021-10-13 04:00:00,270.1567,271.8033,268.5933,270.36,42360225.0
2021-10-14 04:00:00,271.83,273.4167,271.1167,272.7733,35894160.0
2021-10-15 04:00:00,274.5795,281.07,274.1167,281.01,56773701.0
2021-10-18 04:00:00,283.93,291.7533,283.8233,290.0367,72621732.0
2021-10-19 04:00:00,292.51,292.65,287.5033,288.09,52130634.0
2021-10-20 04:00:00,288.45,289.83,285.7933,288.6,42096156.0
2021-10-21 04:00:00,285.3333,300.0,285.1682,298.0,94444362.0
2021-10-22 04:00:00,298.5,303.3333,296.9867,303.2267,68642505.0
2021-10-25 04:00:00,316.8433,348.34,314.7333,341.62,188556294.0
2021-10-26 04:00:00,341.5633,364.98,333.8133,339.4767,187211904.0
2021-10-27 04:00:00,346.5533,356.96,343.5933,345.9533,115418847.0
2021-10-28 04:00:00,356.1017,360.3333,351.4,359.0133,81639519.0
2021-10-29 04:00:00,360.62,371.7367,357.735,371.3333,89736651.0
2021-11-01 04:00:00,381.6667,403.25,372.8867,402.8633,168128235.0
2021-11-02 04:00:00,386.4517,402.8633,382.0,390.6667,128135646.0
2021-11-03 04:00:00,392.4433,405.13,384.2067,404.62,103877037.0
2021-11-04 04:00:00,411.47,414.4967,405.6667,409.97,76027230.0
2021-11-05 04:00:00,409.3333,413.29,402.6667,407.3633,64496736.0
2021-11-08 05:00:00,383.2617,399.0,377.6667,387.6467,100029345.0
2021-11-09 05:00:00,391.2,391.5,337.1733,341.1667,177308181.0
2021-11-10 05:00:00,336.8033,359.3667,329.1033,355.9833,128404407.0
2021-11-11 05:00:00,367.59,368.3233,351.56,354.5033,67189704.0
2021-11-12 05:00:00,349.1667,351.5,339.7333,344.4733,76478544.0
2021-11-15 05:00:00,339.21,343.9933,326.2,337.7967,104326947.0
2021-11-16 05:00:00,334.4367,352.4,334.06,351.5767,79595877.0
2021-11-17 05:00:00,354.5033,373.2133,351.8333,363.0033,94336095.0
2021-11-18 05:00:00,368.85,370.6667,358.34,365.46,62696790.0
2021-11-19 05:00:00,366.29,379.5733,364.2333,379.02,64926774.0
2021-11-22 05:00:00,387.4433,400.65,377.4767,385.6233,99215277.0
2021-11-23 05:00:00,389.17,393.5,354.2333,369.6767,108515100.0
2021-11-24 05:00:00,360.13,377.59,354.0,372.0,67680714.0
2021-11-26 05:00:00,366.49,369.5942,360.3333,360.64,34863570.0
2021-11-29 05:00:00,366.9967,380.89,366.73,378.9967,58393401.0
2021-11-30 05:00:00,381.4567,389.3333,372.6667,381.5867,81276114.0
2021-12-01 05:00:00,386.8983,390.9466,363.5867,365.0,68804094.0
2021-12-02 05:00:00,366.3533,371.0,352.2167,361.5333,73114869.0
2021-12-03 05:00:00,361.5967,363.5251,333.4033,338.3233,92321985.0
2021-12-06 05:00:00,333.8367,340.5467,316.8333,336.3367,81663111.0
2021-12-07 05:00:00,348.0667,352.558,342.27,350.5833,56084571.0
2021-12-08 05:00:00,350.9033,357.46,344.3334,356.32,41906370.0
2021-12-09 05:00:00,353.5467,354.1633,334.12,334.6,59438496.0
2021-12-10 05:00:00,336.25,340.3266,327.51,339.01,59664366.0
2021-12-13 05:00:00,333.6967,335.0,317.14,322.1367,78595506.0
2021-12-14 05:00:00,315.0,322.1367,310.0,319.5033,70792767.0
2021-12-15 05:00:00,317.7367,326.25,309.4167,325.33,72469230.0
2021-12-16 05:00:00,331.5,331.66,307.2833,308.9733,82771443.0
2021-12-17 05:00:00,304.9233,320.22,303.0134,310.8567,100880262.0
2021-12-20 05:00:00,303.5667,307.2295,297.7967,299.98,56471613.0
2021-12-21 05:00:00,305.6233,313.1667,295.3733,312.8433,71517915.0
2021-12-22 05:00:00,321.8867,338.5533,319.0167,336.29,93634086.0
2021-12-23 05:00:00,335.6,357.6589,332.52,355.6667,92643945.0
2021-12-27 05:00:00,357.89,372.3333,356.9051,364.6467,70722480.0
2021-12-28 05:00:00,369.83,373.0,359.4733,362.8233,60323907.0
2021-12-29 05:00:00,366.2133,368.0,354.7133,362.0633,56154045.0
2021-12-30 05:00:00,353.7767,365.1833,351.05,356.78,47040939.0
2021-12-31 05:00:00,357.8148,360.6666,351.53,352.26,40733625.0
2022-01-03 05:00:00,382.5833,400.3567,378.68,399.9267,104686035.0
2022-01-04 05:00:00,396.5167,402.6667,374.35,383.1967,99798258.0
2022-01-05 05:00:00,382.2167,390.1133,360.3367,362.7067,80119797.0
2022-01-06 05:00:00,359.0,362.6667,340.1667,354.9,90324504.0
2022-01-07 05:00:00,360.1233,360.31,336.6667,342.32,83999748.0
2022-01-10 05:00:00,333.3333,353.0333,326.6667,352.7067,91814877.0
2022-01-11 05:00:00,351.2233,358.6167,346.2733,354.8,66045210.0
2022-01-12 05:00:00,359.6167,371.6133,357.53,368.74,83739015.0
2022-01-13 05:00:00,369.6883,371.8667,342.1797,343.8533,96909162.0
2022-01-14 05:00:00,339.96,350.6667,337.7929,349.87,72916011.0
2022-01-18 05:00:00,342.2017,356.93,338.6867,343.5033,66389409.0
2022-01-19 05:00:00,347.235,351.5566,331.6667,331.8833,75429288.0
2022-01-20 05:00:00,336.5767,347.22,331.3333,332.09,70488744.0
2022-01-21 05:00:00,332.1133,334.85,313.5,314.6333,103236027.0
2022-01-24 05:00:00,301.5867,311.171,283.8233,310.0,152325642.0
2022-01-25 05:00:00,304.7333,317.0867,301.07,306.1333,85502706.0
2022-01-26 05:00:00,317.4767,329.23,302.0,312.47,104867283.0
2022-01-27 05:00:00,311.12,311.7967,276.3333,276.3667,147106269.0
2022-01-28 05:00:00,277.1867,285.8333,264.0033,282.1167,134778870.0
2022-01-31 05:00:00,290.9033,312.6633,287.35,312.24,104253486.0
2022-02-01 05:00:00,311.7367,314.5667,301.6667,310.4167,73138338.0
2022-02-02 05:00:00,309.3933,310.5,296.47,301.8867,66791055.0
2022-02-03 05:00:00,294.0,312.3333,293.5067,297.0467,78855558.0
2022-02-04 05:00:00,299.0733,312.1667,293.7233,307.7733,73622073.0
2022-02-07 05:00:00,307.93,315.9233,300.903,302.4467,60244464.0
2022-02-08 05:00:00,301.8433,308.7633,298.2667,307.3333,50729013.0
2022-02-09 05:00:00,311.6667,315.4233,306.6667,310.6667,52259544.0
2022-02-10 05:00:00,302.79,314.6033,298.9,301.5167,66126831.0
2022-02-11 05:00:00,303.21,305.32,283.5667,286.6667,79640919.0
2022-02-14 05:00:00,287.19,299.6266,284.3833,291.92,67756416.0
2022-02-15 05:00:00,300.0,307.6667,297.7925,307.4767,57649542.0
2022-02-16 05:00:00,304.6833,308.81,300.4033,307.7967,51275046.0
2022-02-17 05:00:00,304.42,306.1666,291.3667,292.1167,55178418.0
2022-02-18 05:00:00,295.3333,295.6233,279.2033,285.66,68246841.0
2022-02-22 05:00:00,278.0433,285.5779,267.0334,273.8433,83199102.0
2022-02-23 05:00:00,276.81,278.4332,253.52,254.68,95230638.0
2022-02-24 05:00:00,233.4633,267.4933,233.3333,266.9233,135304215.0
2022-02-25 05:00:00,269.7433,273.1667,260.8002,269.9567,76018263.0
2022-02-28 05:00:00,271.67,292.2867,271.5692,290.1433,99006867.0
2022-03-01 05:00:00,289.8933,296.6267,284.5933,288.1233,74616861.0
2022-03-02 05:00:00,290.71,295.4933,281.424,293.2967,74640258.0
2022-03-03 05:00:00,292.9233,295.4797,277.5334,279.7633,61620507.0
2022-03-04 05:00:00,283.0333,285.2167,275.0536,279.43,67165461.0
2022-03-07 05:00:00,285.4333,288.7133,268.19,268.1933,72494172.0
2022-03-08 05:00:00,265.1767,283.33,260.7233,274.8,80369106.0
2022-03-09 05:00:00,279.8267,286.8533,277.3367,286.3233,59172669.0
2022-03-10 05:00:00,283.8167,284.8167,270.12,279.4333,58648644.0
2022-03-11 05:00:00,280.0657,281.2673,264.59,265.1167,67037166.0
2022-03-14 04:00:00,260.2033,266.9,252.0133,255.4567,71131263.0
2022-03-15 04:00:00,258.4233,268.5233,252.19,267.2967,66839703.0
2022-03-16 04:00:00,269.6667,280.6667,267.42,280.0767,84028821.0
2022-03-17 04:00:00,276.9967,291.6667,275.2393,290.5333,66582972.0
2022-03-18 04:00:00,291.4967,302.6167,289.13,301.7967,100378191.0
2022-03-21 04:00:00,304.9933,314.2833,302.3633,307.0533,81980352.0
2022-03-22 04:00:00,310.0,332.62,307.25,331.3267,105838857.0
2022-03-23 04:00:00,326.6467,346.9,325.4667,333.0367,120476469.0
2022-03-24 04:00:00,336.5767,341.4967,329.6,337.9733,68914878.0
2022-03-25 04:00:00,336.0,340.6,332.44,336.88,61968846.0
2022-03-28 04:00:00,355.0333,365.96,351.2,363.9467,102300579.0
2022-03-29 04:00:00,369.33,371.59,357.7033,366.5233,73601607.0
2022-03-30 04:00:00,363.7233,371.3167,361.3333,364.6633,59865006.0
2022-03-31 04:00:00,364.8567,367.7133,358.8803,359.2,48992757.0
